distancia_km,peso_kg,lead_time_dias,stock_disponible,ruta,retraso_entrega
36.14289451775741,11.1261510927988,0.6086835192876658,58.0,oriente,0
47.75943059426784,14.368481178116149,,104.0,sur,0
41.8638596366213,12.039411360752958,3.506649200193482,495.0,centro,0
82.63887797736669,0.934294401777997,3.40071456329804,277.0,oriente,0
206.83680692361833,3.2352830822964993,3.757966822732313,103.0,centro,1
23.921166503073167,16.623974344089152,3.2705299422935403,255.0,norte,0
176.6381678560147,20.575795807644234,1.1681819121900348,459.0,centro,1
195.74831494295773,9.163927109079106,4.226067144070149,96.0,norte,1
98.6723624573369,18.43338707258564,3.2591835938493765,30.0,oriente,1
77.94383479945157,33.512630822074,3.727268653126968,246.0,centro,1
148.32687724144785,15.169546876626518,2.901381866427462,316.0,norte,1
192.87345991226454,13.164151252910507,2.724219654174418,262.0,oriente,1
249.33187670407756,10.87038159586174,4.3678772974938935,64.0,oriente,1
173.50868956593897,21.24177710054793,4.393736426396409,342.0,sur,1
215.63055994471492,19.157043947184842,3.412900496121809,275.0,norte,1
92.9825059796878,19.391701941502948,1.417313315110639,383.0,sur,1
67.54698097673854,13.923289115543305,1.7935180363821381,496.0,norte,1
16.81360476503707,20.871948785510668,1.6941283053364167,220.0,norte,1
50.77784479524033,20.93268956082751,4.65690824635479,149.0,sur,1
98.19397700903711,16.058496559735175,3.816887850866923,168.0,centro,0
131.57968332504927,27.53347451339624,3.2191426331742594,119.0,centro,1
41.213965432647285,3.6959147632264706,2.9302587615800837,73.0,centro,0
168.96515183584867,23.687515989254372,2.1167700668043308,16.0,centro,1
113.8170636260544,16.33821057658034,4.28182900436364,193.0,norte,0
81.46793549218967,24.878423941534212,1.708302685886491,72.0,oriente,1
74.08267550497817,34.25117849228958,1.9803573214779768,92.0,oriente,1
241.24129637298049,17.982308541918385,4.340520586573332,3.0,oriente,1
130.15370095726334,15.896454030675834,4.049964472471416,351.0,norte,1
66.1244076442253,17.422339477797586,3.0858950445172852,123.0,centro,0
62.76106205756293,29.8366374602549,1.425604228652371,33.0,norte,0
230.2694658280044,31.260463684073933,1.431779693543352,112.0,sur,1
85.298946207402,19.177498531612525,4.372759804031886,82.0,norte,1
191.32224551194093,23.4369649830987,3.7222702323577903,150.0,sur,1
205.3964328703938,33.62359744245613,,480.0,,1
5.0,22.556353810253178,2.5587155267682586,402.0,oriente,0
201.0584936097781,4.601001437219075,3.104359573925537,95.0,norte,1
107.49407205733671,10.652080130519643,1.909975726310132,48.0,sur,1
54.95228470389782,13.607604733081303,5.519007789753974,334.0,centro,0
87.36945312044416,21.375424328063854,0.880669613751099,303.0,sur,1
153.6537461440426,12.95648908916592,4.083943063888974,431.0,sur,1
142.438593321727,30.223345241518327,5.470562439030683,286.0,norte,1
145.5308482337243,13.775729719997585,1.8984123074857941,181.0,norte,1
76.5062390078628,31.867145930148602,1.224117425523636,37.0,norte,1
196.74502928181104,12.220771627679778,1.8205166094343337,186.0,oriente,1
210.12782873379666,29.94897761546155,1.2436339788808677,103.0,centro,1
230.04382861157865,19.74823163305541,,411.0,norte,1
180.027758667871,30.688337665566703,3.0940544800446923,481.0,oriente,1
233.65887277242456,35.48195166370556,1.9577497937686315,130.0,sur,1
245.635617265409,33.664837800050876,2.829979496849487,118.0,sur,1
162.25535966290167,27.431762625734308,5.3267219186268475,350.0,norte,1
172.8697267699916,11.606651869454675,2.8727890534370326,208.0,norte,1
154.93254700158906,11.063811536595114,2.6697923534725905,133.0,sur,1
153.0854641265529,0.5,5.929537971322908,434.0,norte,0
171.79467232376464,31.362529260849257,1.9812597266407117,404.0,sur,1
17.461085908344614,29.558630991812358,2.5697404329182865,445.0,sur,1
100.57209787623894,27.43050753921687,5.2675635556691915,416.0,oriente,1
149.27140509478411,8.32606979501426,3.2642370131923317,309.0,norte,1
5.0,42.89894626747758,0.5484376322167108,311.0,oriente,0
33.48956703860135,12.466867236715746,1.992992153374418,32.0,centro,0
215.0698971412515,26.163634691095528,0.2,427.0,sur,1
56.45024240944715,4.08169085150738,2.2872061244092827,248.0,oriente,0
92.13916150456558,13.045714732294195,3.632527665283571,355.0,norte,1
142.50714897368212,29.427231774578043,0.8848041570736043,196.0,sur,1
91.44110740826335,27.693517761164514,5.317668691309155,116.0,norte,1
68.35207050677187,8.904308950206675,4.937444837779966,354.0,sur,0
89.03582646657956,17.780369229834196,4.293496294864535,387.0,sur,1
94.30814878127931,28.52133423624812,2.150094674801611,91.0,sur,1
85.21151234599314,2.1433355050077747,3.212874341607333,99.0,norte,1
130.94184755117422,25.369065810223695,3.9461143783254857,69.0,sur,1
216.58887084212603,4.710706643087599,4.511559178928538,177.0,centro,1
141.37828607029513,24.124768996383978,4.959853140298034,7.0,centro,1
217.48840967649846,16.17247773301947,0.2,202.0,oriente,1
164.3798803704344,27.231731171322284,2.175975619955593,207.0,sur,1
170.16526664533072,13.824547374399986,1.547512771038202,267.0,centro,1
155.19977413937522,15.236248620938913,2.694835580627431,365.0,sur,1
102.06545837060398,15.163232548773717,3.4617239087364924,1.0,centro,1
145.29840265810236,9.731551186352924,6.381823583828567,119.0,norte,1
138.17581656275107,15.714047046044717,3.034570110244986,301.0,oriente,1
53.26027881436973,9.085899414767285,4.437259813531698,479.0,sur,1
164.89530322301212,13.092406996532267,3.323658028568686,348.0,norte,1
154.6630669566412,24.172769422089072,3.1188004030812024,146.0,sur,1
142.10970305067508,15.176056620429655,5.614069964293645,338.0,centro,1
86.49208485568491,27.639411077404738,1.6103671281409107,294.0,centro,1
5.0,24.368775957767024,4.114597355779095,173.0,oriente,0
208.04763236462747,25.446950949582934,6.074567339131717,283.0,norte,1
115.78192240829055,7.858560228050596,7.970846401743543,386.0,sur,0
5.0,21.739070844263715,2.450263570279973,72.0,sur,0
158.98153086821364,30.911035913535386,1.8665216518923367,397.0,centro,1
78.03614688919819,26.14200162249402,1.4062082024929836,39.0,,0
161.21420518502384,29.01083420618459,2.594562484898363,358.0,centro,1
113.88840909768125,31.63280267726116,3.1680898672190327,218.0,sur,1
188.05669230894858,4.518595666731882,3.18807602897036,307.0,oriente,1
134.00595736281656,23.144149042522905,4.74981518560311,426.0,centro,1
136.77086816314406,22.953589904672146,2.724318918092255,457.0,centro,1
128.99656147304964,16.299869360405292,3.6117016447703,13.0,centro,1
193.83696276091217,6.313578973653911,0.8399313737328713,142.0,centro,1
42.244679834601484,19.347647549566112,2.2296484305526194,338.0,oriente,1
190.61301380470465,16.61167410199049,,499.0,norte,1
161.32840105693415,35.503968009102636,0.2,280.0,oriente,1
86.73563237088905,29.7688536162582,3.322745072699709,9.0,sur,1
119.85984217096026,14.374755764173162,4.393067266648639,147.0,centro,1
93.20963014979488,8.604386234733965,3.263466069017067,89.0,centro,0
123.56102603616404,10.456878801523128,3.4589518884377535,62.0,sur,1
176.42018374583918,17.583965756210038,,16.0,sur,1
79.24185181943804,11.562196968006997,1.4773946785196541,35.0,oriente,1
164.58958616678012,35.741222224879486,3.2186415727105717,121.0,centro,1
176.4415460807339,7.388903568605267,2.365359337696873,203.0,sur,1
158.23525258658242,17.266542788246703,3.2852943083187944,424.0,centro,1
213.77298189882163,19.38185485692977,3.2544411028892863,434.0,sur,1
115.68166039976424,21.809087821073636,3.321510617224023,95.0,centro,1
161.57141025287888,9.809093060922942,1.3015515542287763,417.0,sur,1
268.71156972202937,16.10072768802269,,208.0,norte,1
121.71192105954617,19.752479942576898,5.609861151241358,132.0,centro,1
111.64976375902232,21.0793238970767,4.4691229890870625,267.0,oriente,1
120.26167515976421,12.942300627496916,2.8257088889295106,290.0,centro,1
1500.0,15.434229534818293,2.1247307706093324,328.0,sur,1
82.90756738557104,20.14199749823922,4.538348736839947,165.0,oriente,1
105.29264645897811,35.308508069052436,3.142421780880646,241.0,centro,1
14.710420907967531,7.446675597568687,0.648809298167369,49.0,sur,0
57.031261855561006,24.46597301314414,2.5116099448530367,337.0,norte,0
58.73276003989676,32.38748431302536,5.502047450997452,170.0,centro,1
50.3958634383206,5.812080351101464,0.7580825140634668,132.0,norte,0
93.35068769268888,31.255096217140906,3.2163885560583476,261.0,sur,1
161.60803008401547,30.94075978986057,,313.0,centro,1
97.00888907988653,18.97248278347278,3.0254456720768594,129.0,oriente,1
40.60799978735466,27.038891692014353,2.5310406671499095,107.0,norte,1
134.53731070708193,31.70723955539458,1.8719073701261708,245.0,oriente,1
130.17050895427136,17.163376783030873,0.2,116.0,sur,1
35.89613152628132,20.590830981572847,2.7954973028026067,318.0,centro,1
128.90517458175444,9.008605549282638,3.1404591523146643,89.0,centro,1
55.597664202714114,12.430792181234786,2.9034217281463905,95.0,centro,0
82.05248361594873,19.26562260479156,1.5901327787790371,70.0,sur,0
75.732292353904,17.859917894631156,2.22118340375096,422.0,oriente,0
169.2133950927492,33.105637533710095,6.207054868567475,108.0,centro,1
70.4355898291878,16.736198939747357,1.500196667753736,99.0,centro,0
100.70956740096089,7.921265199011751,,457.0,sur,1
130.85566160267902,26.675275001479932,1.3227661964516797,156.0,norte,1
181.87736376901142,26.994089323385026,,9.0,norte,1
190.82012390716991,22.32074869190082,3.431392794147278,123.0,oriente,1
58.76579667270657,17.561201213663637,4.792059482863606,325.0,sur,0
191.00802309273442,11.7449160848804,3.3993525803572266,258.0,oriente,1
137.84548754303538,13.015997854672538,3.092864491896496,270.0,centro,1
191.64980639116462,32.40076630940844,3.5995217697303326,286.0,norte,1
183.1481907067479,25.785646481730947,3.8883331267966863,345.0,centro,1
88.01786918597313,19.732590648078226,3.044145662130157,321.0,centro,1
122.28057724171359,22.55548949814242,3.0667762241839216,425.0,norte,1
102.31418661944532,15.730344376309652,4.823276971823618,301.0,centro,1
142.3838447370725,10.552733039515235,2.09131274146503,385.0,centro,1
219.1952814002986,14.581165399146574,2.980536852137989,184.0,centro,1
123.26658355923827,18.29705973128285,1.8020391806396445,390.0,oriente,1
80.16137238172178,4.0915657773790866,2.367873048803406,57.0,centro,0
272.0211002819277,5.828129318470182,5.189165633039761,18.0,centro,1
1500.0,3.2166379069631468,2.1008871240195286,117.0,centro,1
120.04527358622275,14.576484806857561,3.8123084189174765,79.0,oriente,0
119.11493252047933,23.99908819153807,6.065170496758833,210.0,,1
43.77981500460288,6.542609293637508,3.830709901043253,259.0,centro,0
167.51442646284326,8.229165628325466,2.8653631003493603,117.0,norte,1
183.77678901917108,4.01199170263811,1.9956032818318157,257.0,sur,1
115.09449482760525,14.121454519391317,0.2,443.0,norte,1
123.44865836545196,7.595957926760036,,326.0,oriente,1
110.22727395894921,9.17626770048518,1.7820475125549933,460.0,centro,1
14.317370558327625,8.285742501492129,4.42802357498644,421.0,sur,0
134.61059329992807,38.20116770799743,,338.0,sur,1
45.40313993561274,17.248488469630562,1.2511514415973854,169.0,norte,1
62.59460974210923,12.200704849910888,3.948013756423065,279.0,sur,0
143.81350995927622,14.000286451192718,2.175717090570986,48.0,centro,0
175.49508476428073,25.793243642067235,,133.0,centro,1
67.9850470409472,26.720617002380436,5.161301057385093,72.0,norte,0
188.40956967999324,20.420112525469804,,480.0,centro,1
226.004535860258,0.5,2.5426144719060932,489.0,norte,1
130.30078171514205,26.82199388111487,5.5969019893209975,214.0,oriente,1
115.46552423183736,27.574035590817253,4.357863771560329,216.0,sur,1
132.2203879691033,24.973570812531566,4.765968022781996,353.0,norte,1
96.01044166707351,22.281434241974466,3.911327037730181,306.0,centro,1
68.89503225300376,18.742727108161272,2.804420513521708,408.0,norte,1
158.7802975339094,28.77761828332617,4.290414024148493,270.0,centro,1
163.25118132770677,15.36595896908052,2.0216151124602177,371.0,norte,1
90.14932653303772,27.39619842212972,4.310909187766457,23.0,norte,1
95.9287300159105,13.809584886823325,3.4539542802057577,168.0,,1
82.86565217241298,14.67237863550277,0.8704097598528437,13.0,oriente,1
78.17937433817232,14.141959273818717,,470.0,oriente,0
